index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2019/04/21 17:17:52,0.0,0.0,0.0,-7.18001,-59.85225,Amazonia
1,2019/04/28 16:46:24,0.0,0.0,0.0,-3.883280000000001,-62.48346,Amazonia
2,2019/04/12 16:46:10,0.0,0.0,0.0,-3.16927,-58.02163,Amazonia
3,2019/04/12 16:46:10,0.0,0.0,0.0,-3.1229400000000003,-57.76637,Amazonia
4,2019/04/02 16:33:24,0.0,0.0,0.0,-4.4736,-59.88309,Amazonia
5,2019/04/06 16:58:43,0.0,0.0,0.0,-3.12374,-60.86884000000001,Amazonia
6,2019/04/12 16:46:10,0.0,0.0,0.0,-4.76685,-60.823130000000006,Amazonia
7,2019/04/01 16:52:19,0.0,0.0,0.0,-3.42527,-58.50923,Amazonia
8,2019/04/13 16:27:15,0.0,0.0,0.0,-2.69507,-56.94076999999999,Amazonia
9,2019/04/18 16:33:38,0.0,0.0,0.0,-3.34207,-59.54036,Amazonia
10,2019/04/01 16:52:19,0.0,0.0,0.0,-3.75811,-59.66824,Amazonia
11,2019/04/02 16:33:24,0.0,0.0,0.0,-3.46775,-60.23109,Amazonia
12,2019/04/02 16:33:24,0.0,0.0,0.0,-3.17628,-58.02578000000001,Amazonia
13,2019/04/21 17:17:52,0.0,0.0,0.0,-7.51343,-70.08706,Amazonia
14,2019/04/02 16:33:24,0.0,0.0,0.0,-3.46993,-60.23541,Amazonia
15,2019/04/06 16:58:43,0.0,0.0,0.0,-4.37919,-59.65371,Amazonia
16,2019/04/02 16:33:24,0.0,0.0,0.0,-3.46931,-60.2312,Amazonia
17,2019/04/21 17:17:52,0.0,0.0,0.0,-7.1767,-59.85276,Amazonia
18,2019/04/06 04:30:28,0.0,0.0,0.0,-2.28461,-60.05722,Amazonia
19,2019/04/19 05:28:54,0.0,0.0,0.0,-7.91811,-61.55749,Amazonia
20,2019/04/20 05:08:33,0.0,0.0,0.0,-6.99097,-63.10267,Amazonia
21,2019/04/06 04:30:28,0.0,0.0,0.0,-2.28352,-60.06353000000001,Amazonia
22,2019/04/20 05:08:33,0.0,0.0,0.0,-6.43929,-60.04076,Amazonia
23,2019/04/09 05:16:08,0.0,0.0,0.0,-9.663,-66.57314000000001,Amazonia
24,2019/04/21 04:49:38,0.0,0.0,0.0,-6.43825,-60.0444,Amazonia
25,2019/04/20 05:08:33,0.0,0.0,0.0,-5.14685,-60.37885,Amazonia
26,2019/04/14 05:22:31,0.0,0.0,0.0,-4.52919,-70.58913000000003,Amazonia
27,2019/04/21 04:49:38,0.0,0.0,0.0,-7.20678,-59.89462,Amazonia
28,2019/04/27 04:37:06,0.0,0.0,0.0,-7.92938,-61.55466,Amazonia
