index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2017/06/19 01:29:56,0.0,0.0,0.24,-6.3,-58.51,Amazonia
1,2017/06/10 17:29:00,0.0,0.1,0.04,-3.4448,-59.56369,Amazonia
2,2017/06/30 17:54:00,0.0,0.5,0.05,-3.89415,-67.51042,Amazonia
3,2017/06/28 16:51:00,0.0,0.2,0.13,-3.55884,-60.28453,Amazonia
4,2017/06/11 06:48:40,0.0,0.0,0.33,-7.91027,-61.5371,Amazonia
5,2017/06/29 08:30:26,0.0,0.0,0.75,-8.25,-69.39,Amazonia
6,2017/06/09 17:48:00,0.0,0.0,0.08,-2.94986,-58.33924,Amazonia
7,2017/06/11 04:33:00,0.0,0.0,0.34,-7.90943,-61.52847,Amazonia
8,2017/06/16 17:16:00,0.0,0.0,0.23,-4.11301,-57.58831,Amazonia
9,2017/06/24 18:06:00,0.0,0.0,0.64,-7.74852,-62.31019000000001,Amazonia
10,2017/06/28 16:51:00,0.0,0.0,0.51,-6.82687,-62.3862,Amazonia
11,2017/06/08 18:06:00,0.0,0.0,0.26,-8.56455,-61.39717,Amazonia
12,2017/06/27 17:10:00,0.0,0.0,0.08,-3.42165,-62.80448000000001,Amazonia
13,2017/06/19 18:00:00,0.0,0.0,0.1,-3.96514,-59.11096,Amazonia
14,2017/06/10 17:29:00,0.0,0.7,0.04,-2.77171,-58.19535,Amazonia
15,2017/06/27 17:10:00,0.0,0.0,,-3.29795,-57.01674000000001,Amazonia
16,2017/06/06 17:03:00,0.0,0.0,0.17,-8.46768,-61.54904000000001,Amazonia
17,2017/06/10 17:29:00,0.0,0.3,0.04,-3.10093,-58.55238000000001,Amazonia
18,2017/06/10 17:29:00,0.0,0.0,0.04,-3.1953400000000003,-58.13987,Amazonia
19,2017/06/02 18:18:00,0.0,0.6,0.13,-8.433,-61.63768,Amazonia
20,2017/06/21 17:23:00,0.0,20.9,0.0,-3.07423,-60.57089000000001,Amazonia
21,2017/06/29 18:12:00,0.0,0.0,0.71,-8.80907,-64.17996,Amazonia
22,2017/06/10 17:29:00,0.0,0.0,0.04,-3.80455,-58.9271,Amazonia
23,2017/06/21 17:23:00,0.0,0.0,0.0,-4.41739,-59.53371,Amazonia
24,2017/06/11 01:16:15,0.0,0.0,0.34,-7.9032998085022,-61.49390029907229,Amazonia
25,2017/06/23 18:24:00,0.0,0.0,1.0,-8.88207,-66.95221,Amazonia
26,2017/06/08 18:06:00,0.0,0.0,0.26,-8.55017,-61.39953000000001,Amazonia
27,2017/06/08 18:06:00,0.0,0.0,0.24,-7.9257300000000015,-61.55479,Amazonia
28,2017/06/19 18:01:00,0.0,0.3,0.02,-2.10607,-59.99028000000001,Amazonia
29,2017/06/27 17:10:00,0.0,0.0,0.25,-3.35439,-57.87795,Amazonia
30,2017/06/16 17:16:00,0.0,0.0,0.48,-7.651739999999998,-62.31929,Amazonia
31,2017/06/10 17:29:00,0.0,0.0,0.04,-3.42899,-60.17211999999999,Amazonia
32,2017/06/28 16:51:00,0.0,0.1,,-3.12355,-56.98673,Amazonia
33,2017/06/28 16:52:00,0.0,0.2,0.07,-2.38926,-61.14008000000001,Amazonia
34,2017/06/11 17:10:00,0.0,0.0,0.04,-3.16035,-59.15693,Amazonia
35,2017/06/06 17:05:00,0.0,0.9,0.02,-1.44495,-60.05757,Amazonia
