index,latitude,longitude,area(m²),bioma
0,4.15,-60.41,3683297.6017311136,Amazonia
1,4.085,-61.19,2455726.928352748,Amazonia
2,3.435,-61.3,2457509.659679936,Amazonia
3,3.225,-61.175,4916039.625868036,Amazonia
4,3.1075,-61.12,7374856.636010784,Amazonia
5,2.73,-61.38,1229547.5618876743,Amazonia
6,2.55,-61.45,1229720.9232510994,Amazonia
7,2.033571,-60.850714,6150762.0299662175,Amazonia
8,-6.575,-51.08,2446051.976099483,Amazonia
9,-6.58,-51.12,1223014.0113772505,Amazonia
10,-7.91,-61.53,1219504.8926490915,Amazonia
11,-8.48,-61.615,2435609.446941278,Amazonia
12,-8.69,-48.7,1217148.7000456671,Amazonia
13,-9.33,-51.82,1215051.0285199475,Amazonia
14,-9.4,-50.64,1214812.6150989407,Amazonia
15,-9.41,-50.66,1214778.411555895,Amazonia
16,-9.445,-50.621667,6073309.225097679,Amazonia
17,-9.471667,-50.495,6072896.5433767075,Amazonia
18,-9.63,-50.575,2428033.5943056257,Amazonia
19,-9.646429,-65.740714,6069803.605015198,Amazonia
20,-9.875,-53.705,4852592.27146013,Amazonia
21,-9.925,-59.02,2425936.231569142,Amazonia
22,-9.97,-51.59,1212805.392294111,Amazonia
23,-10.026428999999998,-55.535,3637798.297426188,Amazonia
24,-10.055,-54.36833299999999,6062461.82398929,Amazonia
25,-10.125,-52.76,2424478.579050335,Amazonia
26,-10.15,-52.09,1212147.176452421,Amazonia
27,-10.19,-52.1675,10907956.749842493,Amazonia
28,-10.355,-52.365,8479626.605508931,Amazonia
29,-10.346429,-50.765,3634243.9674983374,Amazonia
30,-10.415,-50.96,2422313.7468263586,Amazonia
31,-10.525,-52.415,3632195.997817509,Amazonia
32,-10.55,-68.72,1210642.6560834514,Amazonia
33,-10.555,-58.818333,6053098.2253442425,Amazonia
34,-10.58,-52.45,1210527.4929511796,Amazonia
35,-10.586905,-52.402619,22999329.838421416,Amazonia
36,-10.665,-55.625,3630578.9237271487,Amazonia
37,-10.688636,-52.032273,9680741.890967747,Amazonia
38,-10.717222,-52.326111,12099779.791378925,Amazonia
39,-10.775,-56.218333,6048835.565512118,Amazonia
40,-10.866429,-59.080714,6047066.636502996,Amazonia
41,-10.87,-54.215,2418795.0802710624,Amazonia
42,-10.901,-56.075,9674310.479281742,Amazonia
43,-10.905,-52.245,3627797.1494243806,Amazonia
44,-10.925,-58.965,4836719.275032438,Amazonia
45,-10.92,-51.995,2418399.3213710627,Amazonia
46,-11.05,-56.31,10878128.56641804,Amazonia
47,-11.06,-56.39,1208640.812198067,Amazonia
48,-11.065,-52.4,9668965.67527763,Amazonia
49,-11.085,-51.94,2417080.54254448,Amazonia
50,-11.09,-57.435,2417040.283007401,Amazonia
51,-11.15,-56.84,1208277.8288927006,Amazonia
52,-11.15,-55.72,1208277.8288916054,Amazonia
53,-11.16,-55.73,1208237.3175674786,Amazonia
54,-11.175,-52.75,2416352.957303353,Amazonia
55,-11.18,-56.07,1208156.1870231642,Amazonia
56,-11.19,-56.08,1208115.5678051673,Amazonia
57,-11.195,-55.195,4832380.960867112,Amazonia
