index,latitude,longitude,area(m²),bioma
0,4.881,-60.159,6132802.512354546,Amazonia
1,3.365,-60.75,2457683.282339535,Amazonia
2,3.28,-60.845,2457889.3174474183,Amazonia
3,2.77,-61.23,1229507.432843154,Amazonia
4,2.401,-50.969,6149281.794622593,Amazonia
5,2.32,-50.96,1229925.2475167823,Amazonia
6,2.31,-50.95,1229933.693571046,Amazonia
7,2.3,-55.915,2459884.206310074,Amazonia
8,2.245,-55.911667,4919958.988442958,Amazonia
9,2.195,-50.87,11070265.679501776,Amazonia
10,2.187,-55.871,8610265.16129732,Amazonia
11,2.199286,-55.845,6150128.937742707,Amazonia
12,2.191,-50.949,7380185.091605647,Amazonia
13,2.175,-50.91,7380264.84748311,Amazonia
14,2.155,-55.96,2460119.8784837457,Amazonia
15,2.15,-55.86,1230063.8705051804,Amazonia
16,2.135,-55.845,3690222.879252018,Amazonia
17,2.11,-55.905,2460189.9117652536,Amazonia
18,2.095,-55.835,7380638.747345014,Amazonia
19,2.069,-50.889,7380745.138953933,Amazonia
20,2.06,-50.975,2460265.983932692,Amazonia
21,2.035,-50.97,4920599.229184923,Amazonia
22,1.965,-50.91,4920810.975278148,Amazonia
23,1.950882,-55.844412,15992731.91110672,Amazonia
24,1.93,-50.9,1230227.6183034123,Amazonia
25,1.92,-50.91,1230234.6419272292,Amazonia
26,1.89,-55.82,7381519.098760082,Amazonia
27,1.88,-55.855,2460524.7433081088,Amazonia
28,1.87,-55.835,2460538.4257916813,Amazonia
29,1.845,-55.9,7381716.911102942,Amazonia
30,1.845,-55.84,4921137.875590343,Amazonia
31,1.84,-55.86,1230289.5177568472,Amazonia
32,1.83,-50.52,1230296.2130879704,Amazonia
33,1.76,-56.05,1230342.059035572,Amazonia
34,1.74,-55.99,1230354.8295728457,Amazonia
35,1.66,-55.82,1230404.4525605466,Amazonia
36,1.699048,-56.02809499999999,60288659.58653321,Amazonia
37,1.64,-55.83,1230416.493510552,Amazonia
38,1.604286,-56.055,11073943.560439844,Amazonia
39,1.55,-55.725,2460937.7439966504,Amazonia
40,1.542333,-55.92766700000001,11074270.5118573,Amazonia
41,1.53,-55.75,1230480.1103712295,Amazonia
42,1.53,-55.73,1230480.1103712295,Amazonia
43,1.497,-55.769,12304999.673238825,Amazonia
44,1.485,-50.905,3691511.8665272864,Amazonia
45,1.48,-55.705,2461015.135733426,Amazonia
46,1.465,-55.72,2461031.245406853,Amazonia
47,1.461667,-50.765,6152596.7500460725,Amazonia
48,1.43,-50.765,2461068.22660398,Amazonia
49,1.405,-50.790714,4922183.031069182,Amazonia
50,1.39,-50.765,2461109.385921108,Amazonia
51,1.35,-50.6,1230574.6888844634,Amazonia
52,1.347308,-50.603462,9844597.401619984,Amazonia
53,1.25,-50.935,2461244.249609482,Amazonia
54,1.24,-50.965,2461253.335463038,Amazonia
55,1.225,-50.945,3691897.992472542,Amazonia
56,1.146429,-50.907857,8614669.632280996,Amazonia
57,0.899444,-51.159444,24615161.575510398,Amazonia
58,0.66,-59.49,1230827.7284992423,Amazonia
59,0.64,-59.61,1230832.472324672,Amazonia
60,0.456429,-50.953571,11077827.239293208,Amazonia
61,0.398043,-50.978043,29541075.62090436,Amazonia
62,0.335,-51.1,4923545.679846359,Amazonia
63,0.32,-51.06,1230888.522777897,Amazonia
64,0.32,-51.04,1230888.522777897,Amazonia
65,0.31,-51.05,1230889.672256315,Amazonia
66,0.29,-51.39,1230891.8617420928,Amazonia
67,0.266,-51.385,18463413.01263115,Amazonia
68,0.26,-51.37,1230894.872286543,Amazonia
69,0.26,-51.36,1230894.872286543,Amazonia
70,0.24,-51.39,1230896.696857112,Amazonia
71,0.208333,-51.045,6154494.979098218,Amazonia
72,0.21,-51.42,1230899.16003313,Amazonia
73,0.2,-51.43,1230899.908105256,Amazonia
74,0.2,-51.355,2461799.816210512,Amazonia
75,0.19,-51.44,1230900.6196906804,Amazonia
76,0.19,-51.43,1230900.6196895852,Amazonia
77,0.193889,-51.379444,4923601.767174011,Amazonia
78,0.183571,-51.425,3692703.2092585335,Amazonia
79,0.075,-51.395,4923624.702093913,Amazonia
80,-0.195,-49.228333,6154501.675286935,Amazonia
81,-0.22,-49.14,1230898.375464445,Amazonia
82,-0.24,-48.82,1230896.6968560168,Amazonia
83,-0.25,-48.83,1230895.802816274,Amazonia
84,-0.27,-48.8,1230893.9052613492,Amazonia
85,-0.415,-52.036667,19694010.680979013,Amazonia
86,-0.405,-51.74,4923509.097274636,Amazonia
87,-0.545,-51.82,2461706.0153197665,Amazonia
88,-0.56,-51.83,1230849.9880192224,Amazonia
89,-0.56,-48.66,1230849.9880192224,Amazonia
90,-0.581667,-48.675,6154231.20192674,Amazonia
91,-0.615,-49.400714,4923355.013344023,Amazonia
92,-0.740714,-49.185,6154033.713066152,Amazonia
93,-0.74,-49.115,4923229.1380061535,Amazonia
94,-0.77,-47.645,2461598.0569425453,Amazonia
95,-0.79,-48.68,1230793.3359225965,Amazonia
96,-0.8,-48.765,2461580.8698364114,Amazonia
97,-0.82,-48.74,1230784.5234372714,Amazonia
98,-0.825,-48.77,7384698.109196188,Amazonia
99,-0.83,-48.74,1230781.5129651085,Amazonia
100,-0.799528,-48.677453,86155265.58256146,Amazonia
101,-0.845,-48.618333,4923110.780557505,Amazonia
102,-0.87,-48.685,2461538.212366308,Amazonia
103,-0.89,-48.72,7384582.525511223,Amazonia
104,-0.91,-46.68,1230756.1155909712,Amazonia
105,-0.92,-46.67,1230752.776722064,Amazonia
106,-0.965,-49.005,3692213.6477964083,Amazonia
107,-0.997222,-49.151111,23383799.082813576,Amazonia
108,-1.035,-48.817,17229983.16486001,Amazonia
109,-1.0606520000000002,-48.912826,41843835.07228737,Amazonia
110,-1.06,-48.94,1230702.201359489,Amazonia
111,-1.06,-48.81,1230702.2013616795,Amazonia
112,-1.07875,-49.201875,20921831.91249091,Amazonia
113,-1.07,-49.21,1230698.3151812938,Amazonia
114,-1.07,-48.89,1230698.3151801985,Amazonia
115,-1.09,-46.585,2461380.866723025,Amazonia
116,-1.12,-49.285,2461356.6739664413,Amazonia
117,-1.12,-48.91,1230678.336983221,Amazonia
118,-1.12,-48.85,1230678.336984316,Amazonia
119,-1.1346,-49.1982,35689584.835709564,Amazonia
120,-1.135,-48.885,7384041.140261487,Amazonia
121,-1.13,-49.27,1230674.231884815,Amazonia
122,-1.13,-46.61,1230674.2318837198,Amazonia
123,-1.14,-49.21,1230670.0902997078,Amazonia
124,-1.14,-49.16,1230670.0902997078,Amazonia
125,-1.1222219999999998,-49.015,39381569.92873087,Amazonia
126,-1.15,-53.67,1230665.9122289943,Amazonia
127,-1.158333,-49.125,6153304.200827076,Amazonia
128,-1.16,-49.145,4922646.754195233,Amazonia
129,-1.172241,-49.150517,25843779.632427666,Amazonia
130,-1.18,-55.86,1230653.1590999288,Amazonia
131,-1.2,-48.9,1230644.4745836623,Amazonia
132,-1.207174,-49.031087,45533566.26972269,Amazonia
133,-1.22,-48.9,1230635.644128256,Amazonia
134,-1.23,-48.99,1230631.1741737858,Amazonia
135,-1.245,-49.17,2461248.792539546,Amazonia
136,-1.2332610000000002,-48.928043,29535106.5276146,Amazonia
137,-1.261,-49.305,9844935.674283884,Amazonia
138,-1.265,-49.1,2461230.474892198,Amazonia
139,-1.27,-49.18,1230612.9294965558,Amazonia
140,-1.27,-48.88,1230612.9294976508,Amazonia
141,-1.28,-48.89,1230608.277115149,Amazonia
142,-1.264118,-53.829412,40610339.55336104,Amazonia
143,-1.3,-48.895,4922395.41511398,Amazonia
144,-1.305,-49.34,2461192.963965948,Amazonia
145,-1.31,-49.15,1230594.101067147,Amazonia
146,-1.307222,-49.086111,14767143.27937504,Amazonia
147,-1.288243,-49.153108,123060604.19960985,Amazonia
148,-1.355,-53.995,4922288.867029433,Amazonia
149,-1.35,-53.955,2461149.3777711177,Amazonia
150,-1.327,-49.316,17228243.98076126,Amazonia
151,-1.36,-49.31,1230569.7446291577,Amazonia
152,-1.381316,-49.372368,59066797.32604155,Amazonia
153,-1.358529,-49.27676500000001,19689125.29179726,Amazonia
154,-1.375,-49.143571,7383378.548893957,Amazonia
155,-1.391667,-48.936429,25841544.851253524,Amazonia
156,-1.42,-49.09,1230539.3129423026,Amazonia
157,-1.445,-54.13,2461052.4817559505,Amazonia
158,-1.461667,-49.25,12305187.935627533,Amazonia
159,-1.42625,-48.99375,62757033.83761381,Amazonia
160,-1.45,-49.075,2461047.209150997,Amazonia
161,-1.45,-48.93,3691570.813729781,Amazonia
162,-1.46,-49.28,1230518.2954882241,Amazonia
163,-1.485,-54.250714,9844060.396993473,Amazonia
164,-1.47,-54.135,2461025.8998350673,Amazonia
165,-1.47,-49.29,1230512.9499175337,Amazonia
166,-1.481,-54.831,7383050.752767684,Amazonia
167,-1.446053,-49.073947,46760061.83009161,Amazonia
168,-1.515,-54.645,4921953.755299201,Amazonia
169,-1.51,-49.17,1230491.2028159471,Amazonia
170,-1.52,-49.18,1230485.6748314628,Amazonia
171,-1.528333,-54.275,4921925.969463927,Amazonia
172,-1.575,-55.535,3691366.716231912,Amazonia
173,-1.57,-51.375,2460914.9754010392,Amazonia
174,-1.575,-46.55,2460909.2285313928,Amazonia
175,-1.585,-54.62,2460897.698311971,Amazonia
176,-1.585,-48.345,3691343.6557919737,Amazonia
177,-1.623571,-54.795,14765152.156218635,Amazonia
178,-1.63,-50.98,1230422.4592653592,Amazonia
179,-1.64,-50.99,1230416.4935127425,Amazonia
180,-1.665,-45.065,4921605.659856171,Amazonia
181,-1.67,-49.64,1230398.3773675393,Amazonia
182,-1.675,-47.84,2460790.6430553696,Amazonia
183,-1.68,-48.61,1230392.2656900208,Amazonia
184,-1.6733330000000002,-53.62,8612770.23357777,Amazonia
185,-1.69,-49.835,2460772.235073507,Amazonia
186,-1.69,-48.6,1230386.1175389441,Amazonia
187,-1.7,-55.08,1230379.932903356,Amazonia
188,-1.7125,-49.8075,11073338.22982316,Amazonia
189,-1.715,-55.215,3691114.877775827,Amazonia
190,-1.715,-48.705,3691114.8777780174,Amazonia
191,-1.72,-53.61,1230367.454198361,Amazonia
192,-1.725,-49.651667,8612553.297162782,Amazonia
193,-1.775,-45.29,2460664.761632185,Amazonia
194,-1.79,-45.28,1230322.629641829,Amazonia
195,-1.8,-55.41,1230316.0802180832,Amazonia
196,-1.815,-55.305,3690921.860583807,Amazonia
197,-1.815,-55.185,3690921.860583807,Amazonia
198,-1.85,-48.49,1230282.7859477843,Amazonia
199,-1.94,-50.565,4920882.196347303,Amazonia
200,-1.945,-54.155,4920868.039675708,Amazonia
201,-1.955,-56.35,2460419.79021476,Amazonia
202,-1.955,-49.54,2460419.79021476,Amazonia
203,-1.965,-54.168333,6151010.134337564,Amazonia
204,-1.96,-45.685,2460412.657165887,Amazonia
205,-1.998333,-49.655,6150879.806257377,Amazonia
206,-2.035,-49.545,11071368.611052316,Amazonia
207,-2.126429,-49.689286,11070722.982466653,Amazonia
208,-2.131,-49.553667,20911374.013070013,Amazonia
209,-2.18,-49.78,1230040.1735134223,Amazonia
210,-2.185667,-49.755,9840289.427403957,Amazonia
211,-2.24,-49.69,1229991.7948007807,Amazonia
212,-2.25,-49.7,1229983.6040373305,Amazonia
213,-2.25,-48.03,1229983.6040373305,Amazonia
214,-2.251,-48.00899999999999,6149909.756471705,Amazonia
215,-2.31,-48.76,1229933.69356776,Amazonia
216,-2.32,-48.93,1229925.247515687,Amazonia
217,-2.335,-49.550714,4919658.54097746,Amazonia
218,-2.38,-49.325,2459747.610696664,Amazonia
219,-2.395,-48.18,7379164.410710389,Amazonia
220,-2.425,-49.125,4919337.430461795,Amazonia
221,-2.42,-48.54,1229838.7812164847,Amazonia
222,-2.525,-59.515,4918976.249174309,Amazonia
223,-2.525,-49.66,4918976.249177595,Amazonia
224,-2.523889,-48.143889,9837970.849138813,Amazonia
225,-2.54,-47.155,2459460.4160811696,Amazonia
226,-2.576429,-54.300714,6148483.038869932,Amazonia
227,-2.595,-49.46,4918714.743615178,Amazonia
