index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2018/11/01 16:42:00,4.0,0.43,,-2.22497,-56.30611999999999,Amazonia
1,2018/11/01 16:42:00,4.0,0.43,,-2.22432,-56.30177,Amazonia
2,2018/11/01 16:42:00,4.0,0.43,,-2.21987,-56.30241,Amazonia
3,2018/11/01 16:42:00,2.0,0.03,,-3.38939,-56.92285,Amazonia
4,2018/11/01 16:42:00,2.0,0.03,,-3.36207,-56.96771,Amazonia
5,2018/11/01 16:42:00,2.0,0.0,,-3.3373,-57.03117,Amazonia
6,2018/11/01 16:42:00,2.0,0.0,,-3.33679,-57.02835,Amazonia
7,2018/11/01 16:42:00,2.0,0.0,,-3.09704,-56.84801,Amazonia
8,2018/11/01 16:42:00,2.0,0.0,,-3.09587,-56.85133,Amazonia
9,2018/11/01 16:42:00,2.0,0.0,,-3.09234,-56.84859,Amazonia
10,2018/11/01 16:42:00,0.0,0.0,,-3.08088,-57.77448,Amazonia
11,2018/11/01 16:42:00,2.0,0.0,,-2.99951,-57.05526,Amazonia
12,2018/11/01 16:42:00,2.0,0.23,,-2.97251,-56.84193000000001,Amazonia
13,2018/11/01 16:42:00,2.0,0.23,,-2.9718,-56.83713,Amazonia
14,2018/11/01 16:42:00,2.0,0.0,,-2.94129,-57.21773,Amazonia
15,2018/11/01 16:42:00,2.0,0.0,,-2.94052,-57.21259000000001,Amazonia
16,2018/11/01 16:42:00,2.0,0.0,,-2.94004,-57.21502,Amazonia
17,2018/11/01 16:42:00,2.0,0.0,,-2.86891,-57.19111,Amazonia
18,2018/11/01 16:42:00,2.0,0.0,,-2.86019,-57.29541999999999,Amazonia
19,2018/11/01 16:42:00,2.0,0.0,,-2.85993,-57.29812,Amazonia
20,2018/11/01 16:42:00,2.0,0.0,,-2.85918,-57.29286999999999,Amazonia
21,2018/11/01 16:42:00,2.0,0.0,,-2.85537,-57.29606,Amazonia
22,2018/11/01 16:42:00,2.0,0.0,,-2.85511,-57.29875,Amazonia
23,2018/11/01 16:42:00,2.0,0.0,,-2.85458,-57.29087,Amazonia
24,2018/11/01 16:42:00,2.0,0.0,,-2.85436,-57.29354,Amazonia
25,2018/11/01 16:42:00,12.0,0.0,,-2.85058,-56.71043,Amazonia
26,2018/11/01 16:42:00,2.0,0.0,,-2.82152,-57.16667,Amazonia
27,2018/11/01 16:42:00,2.0,0.0,,-2.82079,-57.16158000000001,Amazonia
28,2018/11/01 16:42:00,2.0,0.0,,-2.82078,-57.16431,Amazonia
29,2018/11/01 16:42:00,2.0,0.0,,-2.8124,-57.13684,Amazonia
30,2018/11/01 16:42:00,12.0,0.0,,-2.76322,-56.81399,Amazonia
31,2018/11/01 16:42:00,2.0,0.03,,-3.84953,-57.91081,Amazonia
32,2018/11/01 16:42:00,0.0,0.0,,-3.76569,-57.16143,Amazonia
33,2018/11/01 16:42:00,0.0,0.0,,-3.76086,-57.16217,Amazonia
34,2018/11/01 21:20:10,2.0,0.0,,-2.71,-57.47,Amazonia
35,2018/11/01 21:50:11,2.0,0.0,,-2.71,-57.47,Amazonia
36,2018/11/01 22:05:10,2.0,0.0,,-2.71,-57.47,Amazonia
37,2018/11/01 22:20:12,2.0,0.0,,-2.71,-57.47,Amazonia
38,2018/11/01 22:35:11,2.0,0.0,,-2.71,-57.47,Amazonia
39,2018/11/01 23:05:12,2.0,0.0,,-2.71,-57.47,Amazonia
40,2018/11/01 23:20:11,2.0,0.0,,-2.71,-57.47,Amazonia
41,2018/11/02 05:24:00,0.0,3.92,,-1.39204,-60.2926,Amazonia
42,2018/11/02 00:05:11,2.0,3.35,,-2.71,-57.47,Amazonia
