index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2017/03/23 13:30:00,0.0,4.0,0.03,0.94,-65.14,Amazonia
1,2017/03/16 10:00:00,0.0,51.9,0.0,-7.03,-71.52,Amazonia
2,2017/03/22 17:29:00,0.0,0.0,0.0,-3.28606,-58.86614,Amazonia
3,2017/03/02 17:04:00,0.0,0.6,0.0,-3.5558,-59.1882,Amazonia
4,2017/03/27 17:37:00,0.0,26.2,0.0,0.02276,-67.3,Amazonia
5,2017/03/05 15:00:00,0.0,31.9,0.0,-2.64,-58.02,Amazonia
6,2017/03/18 02:00:00,0.0,13.9,0.0,-4.42,-60.11,Amazonia
7,2017/03/23 17:10:00,0.0,7.2,0.0,-2.84553,-60.72756,Amazonia
8,2017/03/28 08:28:35,0.0,36.6,0.0,-1.14,-58.85,Amazonia
9,2017/03/24 04:59:01,0.0,1.1,0.0,-2.58,-66.64,Amazonia
10,2017/03/27 17:36:00,0.0,7.7,0.0,-0.21077,-66.83652,Amazonia
11,2017/03/17 19:03:00,0.0,41.4,0.0,-7.360760000000001,-72.65599,Amazonia
12,2017/03/23 17:10:00,0.0,4.4,0.0,-3.39731,-58.41643000000001,Amazonia
13,2017/03/24 05:00:00,0.0,1.1,0.0,-2.58,-66.64,Amazonia
14,2017/03/23 17:10:00,0.0,10.9,0.0,-4.02034,-59.37686,Amazonia
15,2017/03/22 17:30:00,0.0,26.7,0.0,-0.4223,-66.41660999999999,Amazonia
16,2017/03/01 15:13:00,0.0,8.1,,-2.519,-66.087,Amazonia
17,2017/03/01 17:23:00,0.0,7.1,,-2.53254,-56.79058000000001,Amazonia
18,2017/03/03 16:45:00,0.0,6.8,,-2.82243,-57.31434,Amazonia
19,2017/03/05 14:30:00,0.0,18.7,,-2.86,-56.81,Amazonia
20,2017/03/12 16:00:00,0.0,152.1,,-1.89,-65.58,Amazonia
21,2017/03/13 03:30:00,0.0,0.0,,-3.9,-66.34,Amazonia
22,2017/03/13 03:30:00,0.0,0.0,,-3.9,-66.31,Amazonia
23,2017/03/21 17:49:00,0.0,0.0,,-0.15466,-67.0324,Amazonia
24,2017/03/22 17:30:00,0.0,23.8,,-0.1949,-66.98109000000001,Amazonia
25,2017/03/22 17:29:00,0.0,0.0,,-2.87662,-57.48065,Amazonia
26,2017/03/22 17:30:00,0.0,34.7,,-0.05101,-67.14161999999999,Amazonia
27,2017/03/22 17:30:00,0.0,23.8,,-0.1907,-66.98181,Amazonia
28,2017/03/22 17:31:00,0.0,38.0,,0.67196,-67.22785999999999,Amazonia
29,2017/03/22 17:29:00,0.0,0.0,,-2.87627,-57.48119000000001,Amazonia
30,2017/03/23 17:11:00,0.0,2.6,,-0.28499,-65.5165,Amazonia
31,2017/03/01 17:23:00,0.0,0.0,0.01,-2.46675,-57.69206,Amazonia
32,2017/03/01 18:08:00,0.0,9.8,0.0,-5.138,-69.118,Amazonia
33,2017/03/01 17:24:00,0.0,3.9,0.0,-3.07973,-67.93552,Amazonia
34,2017/03/01 16:15:00,0.0,6.3,0.01,-1.71,-69.17,Amazonia
35,2017/03/01 08:45:00,0.0,19.0,0.0,-4.56,-64.23,Amazonia
36,2017/03/01 17:24:00,0.0,3.9,0.0,-3.0802,-67.93869000000001,Amazonia
37,2017/03/01 16:30:00,0.0,6.3,0.01,-1.71,-69.17,Amazonia
38,2017/03/01 06:30:00,0.0,0.2,0.08,-9.37,-66.73,Amazonia
39,2017/03/01 09:00:00,0.0,19.0,0.0,-4.56,-64.23,Amazonia
40,2017/03/01 15:00:00,0.0,0.5,0.0,-3.43,-61.02,Amazonia
41,2017/03/01 17:23:00,0.0,0.5,0.0,-3.38199,-59.25784,Amazonia
42,2017/03/01 17:23:00,0.0,0.5,0.0,-3.26192,-59.98415,Amazonia
43,2017/03/01 14:45:00,0.0,0.5,0.0,-3.43,-61.02,Amazonia
44,2017/03/01 03:30:00,0.0,4.5,0.01,0.72,-66.13,Amazonia
45,2017/03/02 17:04:00,0.0,1.7,0.0,-3.24168,-59.77762,Amazonia
46,2017/03/02 17:12:00,0.0,1.1,0.0,-3.513,-59.006,Amazonia
47,2017/03/02 17:05:00,0.0,0.2,0.01,-1.85239,-59.71025,Amazonia
48,2017/03/02 17:04:00,0.0,11.2,0.0,-3.1367,-60.60599000000001,Amazonia
49,2017/03/02 17:04:00,0.0,0.3,0.0,-2.87433,-59.19635,Amazonia
50,2017/03/02 17:04:00,0.0,1.8,0.0,-3.25544,-60.1909,Amazonia
51,2017/03/02 17:04:00,0.0,0.8,0.0,-3.3968800000000003,-59.23755,Amazonia
52,2017/03/02 17:04:00,0.0,0.0,0.0,-3.42345,-58.05947,Amazonia
53,2017/03/02 17:04:00,0.0,3.2,0.0,-2.65832,-59.87004,Amazonia
54,2017/03/03 17:56:00,0.0,14.3,0.0,-0.879,-67.193,Amazonia
55,2017/03/03 17:56:00,0.0,2.6,0.0,-2.24,-66.69,Amazonia
56,2017/03/03 17:56:00,0.0,6.6,0.0,-1.729,-66.90899999999999,Amazonia
57,2017/03/03 16:46:00,0.0,1.0,0.0,-2.64908,-58.06752,Amazonia
58,2017/03/03 16:45:00,0.0,0.5,0.0,-3.10681,-58.44515,Amazonia
59,2017/03/03 16:45:00,0.0,0.1,0.0,-3.25496,-58.91797,Amazonia
60,2017/03/03 16:45:00,0.0,3.6,0.01,-3.4315300000000004,-57.85018,Amazonia
61,2017/03/04 18:07:00,0.0,69.6,0.0,-1.8335,-59.91393000000001,Amazonia
62,2017/03/04 18:07:00,0.0,2.7,0.01,-2.51653,-57.7702,Amazonia
63,2017/03/04 16:00:00,0.0,5.1,0.0,-2.69,-67.21,Amazonia
64,2017/03/04 18:06:00,0.0,10.6,0.0,-5.36766,-60.47631,Amazonia
65,2017/03/04 16:00:00,0.0,5.1,0.0,-2.69,-67.19,Amazonia
66,2017/03/04 18:07:00,0.0,2.7,0.12,-2.5196,-57.76979,Amazonia
67,2017/03/05 20:00:00,0.0,11.8,0.0,-4.68,-59.34,Amazonia
68,2017/03/05 15:00:00,0.0,31.9,0.0,-2.64,-58.04,Amazonia
69,2017/03/05 19:00:00,0.0,2.0,0.01,-8.3,-65.7,Amazonia
70,2017/03/05 14:45:00,0.0,31.9,0.0,-2.64,-58.02,Amazonia
71,2017/03/05 14:45:00,0.0,31.9,0.0,-2.64,-58.04,Amazonia
72,2017/03/06 17:29:00,0.0,7.5,0.0,-4.60997,-68.17945,Amazonia
73,2017/03/06 01:00:00,0.0,18.5,0.0,0.25,-64.32,Amazonia
74,2017/03/06 01:00:00,0.0,18.5,0.0,0.25,-64.3,Amazonia
75,2017/03/09 10:30:00,0.0,20.7,0.0,1.23,-63.72,Amazonia
