index,latitude,longitude,area(m²),bioma
0,-1.785,-55.335,4921303.544452358,Amazonia
1,-1.99,-48.935,2460369.4211636567,Amazonia
2,-2.44,-49.13,1229821.0503475445,Amazonia
3,-2.66,-48.96,1229616.3839865855,Amazonia
4,-2.805,-47.6,2458943.6736943587,Amazonia
5,-3.11,-49.0,1229142.784816277,Amazonia
6,-3.12,-48.99,1229131.4219375546,Amazonia
7,-3.205,-47.86,2458066.7224372663,Amazonia
8,-3.219444,-47.548333,7374082.9300069725,Amazonia
9,-3.34,-47.67,6144361.048569501,Amazonia
10,-3.385,-47.115,4915268.080588235,Amazonia
11,-3.42,-47.01,1228773.5871497171,Amazonia
12,-4.0,-47.9,1227988.779557882,Amazonia
13,-4.131667,-47.781667,8594572.363685207,Amazonia
14,-4.21,-48.04,1227674.407845668,Amazonia
15,-4.235,-47.828333,6138187.263147103,Amazonia
16,-4.24,-47.77,1227628.1865109887,Amazonia
17,-4.25,-47.78,1227612.7065702358,Amazonia
18,-4.27,-47.21,1227581.6374367264,Amazonia
19,-4.32,-55.96,1227503.327349613,Amazonia
20,-4.51,-47.155,7363184.610505372,Amazonia
21,-4.565,-46.17,2454212.8909041323,Amazonia
22,-4.865,-65.29,2453181.4271978443,Amazonia
23,-4.911667,-48.185,6132570.512052133,Amazonia
24,-5.815,-49.175,4898966.163003038,Amazonia
25,-6.12,-48.495,2448156.5525251282,Amazonia
26,-6.14,-48.511429,9792246.389742514,Amazonia
27,-6.15,-48.48,1224011.2106698146,Amazonia
28,-6.16,-48.48,1223988.7828080591,Amazonia
29,-6.1683330000000005,-48.475,9791775.440952724,Amazonia
30,-6.248846,-48.455769,11014181.33966937,Amazonia
31,-6.575,-51.12,2446051.976102769,Amazonia
32,-6.59,-51.11,1222990.0217208092,Amazonia
33,-6.715,-49.705,3668049.0185790136,Amazonia
34,-6.946428999999998,-48.675,3666331.9470753632,Amazonia
35,-6.97,-49.02,1222051.5151964268,Amazonia
36,-7.495,-49.265,4882674.770065165,Amazonia
37,-7.855,-55.35,2439325.429698929,Amazonia
38,-7.91,-61.53,1219504.8926490915,Amazonia
39,-8.315,-55.105,3654942.042340084,Amazonia
40,-8.32,-55.12,1218293.8393947924,Amazonia
41,-8.41,-61.615,2436039.703595526,Amazonia
42,-8.433095,-61.645952,24359201.28674258,Amazonia
43,-8.435,-51.27,4871772.877210672,Amazonia
44,-8.51,-51.005,2435423.965541747,Amazonia
45,-8.561667,-61.478333,15828299.174912276,Amazonia
46,-8.575,-61.44,2435019.8456855174,Amazonia
47,-8.61,-61.325,7304402.898287457,Amazonia
48,-8.61,-64.02,1217400.4951104738,Amazonia
49,-8.64,-50.91,1217306.3432856302,Amazonia
50,-8.65,-64.025,2434549.7739752275,Amazonia
51,-8.65,-50.9,1217274.886985423,Amazonia
52,-8.66,-50.89,1217243.394513952,Amazonia
53,-8.68,-54.91,1217180.3010440741,Amazonia
54,-8.8,-63.8,1216798.7018057548,Amazonia
55,-8.835,-50.31,2433372.832945907,Amazonia
56,-8.83,-50.285,4866809.916764382,Amazonia
57,-8.855,-50.250714,4866520.444288031,Amazonia
58,-8.86,-50.28,1216605.9491913356,Amazonia
59,-8.87,-50.27,1216573.6971857466,Amazonia
60,-9.055,-61.455,3647927.9966573925,Amazonia
61,-9.12,-64.08,1215755.6471123206,Amazonia
62,-9.145,-50.225,3647034.4172341176,Amazonia
63,-9.16,-50.22,1215622.6626155889,Amazonia
64,-9.186111,-64.03944399999999,4862123.587925555,Amazonia
65,-9.206429,-63.485,3646400.33772403,Amazonia
66,-9.32,-50.315,2430169.8861831147,Amazonia
67,-9.35,-51.64,1214983.0910129878,Amazonia
68,-9.395,-50.57,2429659.397618949,Amazonia
69,-9.4,-50.81,1214812.615100036,Amazonia
70,-9.425,-50.815,3644198.239907525,Amazonia
71,-9.44,-50.83,1214675.5842233743,Amazonia
72,-9.445,-50.49,2429316.8204409857,Amazonia
73,-9.455,-62.846111,6073137.412815056,Amazonia
74,-9.46,-62.82,1214606.8520876816,Amazonia
75,-9.46,-50.6,1214606.8520887769,Amazonia
76,-9.535,-63.71,2428695.631106613,Amazonia
77,-9.655,-66.57,2427858.2796238367,Amazonia
78,-9.656333,-65.745667,10925379.667057544,Amazonia
79,-9.735,-55.975,4854588.538793509,Amazonia
80,-9.776428999999998,-53.840714,6067508.559864352,Amazonia
81,-9.775,-53.269,9707970.940273127,Amazonia
82,-9.815,-53.545,3640070.617264269,Amazonia
83,-9.825,-63.575,4853308.471768195,Amazonia
84,-9.91,-50.62,1213022.2006228454,Amazonia
85,-9.91,-50.57,1213022.2006217502,Amazonia
86,-9.92,-50.65,1212986.1560911466,Amazonia
87,-9.92,-50.56,1212986.1560911466,Amazonia
88,-10.025,-51.925,3637798.2974250927,Amazonia
89,-10.025,-51.901667,6063045.750819792,Amazonia
90,-10.035,-53.66,2425138.093340193,Amazonia
