index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2017/12/04 17:11:00,0.0,0.0,0.03,-3.42307,-59.61165,Amazonia
1,2017/12/04 06:34:50,0.0,0.0,0.03,-5.00035,-58.5693,Amazonia
2,2017/12/03 17:30:00,0.0,0.0,0.01,-2.85297,-59.33012,Amazonia
3,2017/12/23 17:55:00,0.0,2.18,0.33,-1.99089,-57.01008,Amazonia
4,2017/12/04 17:12:00,0.0,0.0,0.14,-1.8067,-60.86646999999999,Amazonia
5,2017/12/03 17:30:00,0.0,0.0,0.72,-3.42593,-56.94342,Amazonia
6,2017/12/08 17:36:00,0.0,1.85,0.0,-3.85919,-61.35527,Amazonia
7,2017/12/08 17:36:00,0.0,0.0,0.0,-3.7374,-60.13485,Amazonia
8,2017/12/05 16:52:00,0.0,0.0,0.61,-2.44596,-57.89934,Amazonia
9,2017/12/04 17:11:00,0.0,0.0,0.03,-3.01142,-58.67176,Amazonia
10,2017/12/04 17:11:00,0.0,0.0,0.18,-1.83348,-59.98214,Amazonia
11,2017/12/08 17:35:00,0.0,11.9,0.0,-7.73767,-61.63353000000001,Amazonia
12,2017/12/06 05:34:00,0.0,21.53,0.1,-1.57037,-60.17315,Amazonia
13,2017/12/26 20:29:32,0.0,54.25,0.0,-4.87,-59.37,Amazonia
14,2017/12/25 12:59:45,0.0,8.7,0.0,-5.6,-60.58,Amazonia
15,2017/12/04 17:11:00,0.0,0.0,0.18,-1.83108,-59.91602,Amazonia
16,2017/12/04 17:11:00,0.0,0.0,0.77,-2.90397,-56.95667,Amazonia
17,2017/12/14 17:25:00,0.0,0.68,0.08,-0.19398,-66.97443,Amazonia
18,2017/12/29 01:28:56,0.0,0.35,0.0,-2.47,-69.25,Amazonia
19,2017/12/22 16:33:00,0.0,6.35,,-2.93573,-57.16549000000001,Amazonia
20,2017/12/05 16:53:00,0.0,4.1,0.16,-1.81739,-59.91121,Amazonia
21,2017/12/04 17:11:00,0.0,0.0,0.79,-2.53637,-56.91676,Amazonia
22,2017/12/04 17:11:00,0.0,1.7,0.0,-3.68846,-64.51888000000001,Amazonia
23,2017/12/03 17:30:00,0.0,0.0,0.05,-1.69105,-60.1538,Amazonia
24,2017/12/04 17:11:00,0.0,0.0,,-2.78975,-57.02821,Amazonia
25,2017/12/19 19:30:31,0.0,11.48,0.01,-8.43,-60.93,Amazonia
26,2017/12/13 15:59:53,0.0,11.15,0.0,-6.03,-61.24,Amazonia
27,2017/12/16 05:48:00,0.0,49.6,0.01,-5.14295,-60.37807,Amazonia
28,2017/12/04 17:11:00,0.0,0.0,,-3.53786,-57.78076,Amazonia
29,2017/12/09 17:16:00,0.0,11.15,0.0,-8.23738,-64.00179,Amazonia
30,2017/12/04 17:11:00,0.0,0.0,0.03,-2.58604,-58.20308000000001,Amazonia
31,2017/12/03 17:30:00,0.0,0.0,0.06,-4.43189,-62.29419,Amazonia
32,2017/12/04 17:11:00,0.0,0.0,,-3.04416,-57.44064,Amazonia
33,2017/12/07 17:55:00,0.0,0.32,0.81,-2.23977,-56.95747,Amazonia
34,2017/12/04 17:11:00,0.0,0.0,0.03,-2.86073,-59.31066,Amazonia
35,2017/12/08 04:58:00,0.0,1.1,0.0,-5.14197,-60.37526,Amazonia
36,2017/12/08 17:36:00,0.0,1.85,0.0,-3.81763,-61.30751,Amazonia
37,2017/12/03 17:30:00,0.0,0.0,0.01,-3.70722,-58.31335,Amazonia
38,2017/12/09 18:57:00,0.0,0.0,0.0,-7.19565,-71.7752,Amazonia
39,2017/12/19 04:58:31,0.0,0.3,0.05,-0.8,-69.46,Amazonia
40,2017/12/18 17:49:00,0.0,8.68,0.01,-3.52681,-59.18314,Amazonia
41,2017/12/04 17:11:00,0.0,0.0,0.15,-1.81501,-59.90954,Amazonia
42,2017/12/04 17:12:00,0.0,0.0,0.09,-1.66373,-59.98694,Amazonia
43,2017/12/06 18:14:00,0.0,0.52,0.01,-3.39644,-59.31644,Amazonia
44,2017/12/05 16:52:00,0.0,0.0,,-2.88785,-56.68431,Amazonia
45,2017/12/03 17:30:00,0.0,0.0,0.52,-2.43998,-57.90867,Amazonia
46,2017/12/05 16:53:00,0.0,4.1,0.17,-1.82883,-59.91843000000001,Amazonia
47,2017/12/04 17:11:00,0.0,0.0,0.48,-2.34816,-57.56888000000001,Amazonia
48,2017/12/22 18:29:08,0.0,1.88,0.01,-3.4,-59.08,Amazonia
49,2017/12/04 17:11:00,0.0,0.0,0.03,-3.91269,-59.12603000000001,Amazonia
50,2017/12/22 16:33:00,0.0,0.03,0.21,-2.48192,-57.70586,Amazonia
51,2017/12/08 17:36:00,0.0,0.0,0.0,-3.54017,-60.45686,Amazonia
52,2017/12/14 17:24:00,0.0,2.55,0.02,-1.12937,-61.28331,Amazonia
53,2017/12/14 17:24:00,0.0,4.28,0.03,-1.72504,-62.85133,Amazonia
54,2017/12/04 17:11:00,0.0,0.0,0.08,-2.18198,-60.22232,Amazonia
55,2017/12/04 17:11:00,0.0,0.0,,-2.80113,-56.922880000000006,Amazonia
56,2017/12/08 17:36:00,0.0,0.13,0.02,-2.38436,-60.08373,Amazonia
57,2017/12/07 05:16:00,0.0,0.35,0.06,-2.03021,-59.98181,Amazonia
58,2017/12/14 17:22:00,0.0,0.0,0.33,-9.1367,-67.10069,Amazonia
59,2017/12/05 16:52:00,0.0,0.0,0.01,-3.1417,-59.10375,Amazonia
60,2017/12/14 14:28:50,0.0,0.63,0.0,-2.3,-65.07,Amazonia
61,2017/12/23 17:55:00,0.0,0.75,0.3,-2.42109,-57.09682,Amazonia
62,2017/12/03 17:30:00,0.0,0.0,0.01,-3.44317,-59.70056,Amazonia
63,2017/12/03 17:30:00,0.0,0.0,0.01,-4.40488,-59.91616,Amazonia
64,2017/12/04 17:11:00,0.0,0.0,,-2.90416,-57.00315,Amazonia
65,2017/12/03 17:30:00,0.0,0.0,0.01,-3.55303,-58.73498000000001,Amazonia
66,2017/12/04 17:11:00,0.0,0.0,0.77,-2.82818,-56.94384,Amazonia
67,2017/12/05 16:52:00,0.0,4.85,0.01,-3.4853400000000003,-60.19668000000001,Amazonia
68,2017/12/07 05:16:00,0.0,0.0,,-3.08043,-57.2644,Amazonia
69,2017/12/06 16:33:00,0.0,1.75,0.01,-2.9266400000000004,-58.47348,Amazonia
