index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2016/12/06 17:18:00,,,,-2.75473,-56.59428000000001,Amazonia
1,2016/12/09 05:22:00,,,,-1.40693,-60.30016,Amazonia
2,2016/12/07 19:00:00,,,,-2.64,-58.17,Amazonia
3,2016/12/08 05:41:00,,,,-2.56884,-58.07819,Amazonia
4,2016/12/10 17:42:00,,,,-3.77911,-59.23672,Amazonia
5,2016/12/08 23:30:00,,,,-0.84,-58.52,Amazonia
6,2016/12/02 16:51:00,,,,-7.32486,-59.99016999999999,Amazonia
7,2016/12/02 19:03:37,,,,-1.408,-60.277,Amazonia
8,2016/12/05 23:00:00,,,,-7.32,-73.04,Amazonia
9,2016/12/07 16:59:00,,,,-2.63597,-57.69871,Amazonia
10,2016/12/30 00:30:00,,,,-7.88,-69.36,Amazonia
11,2016/12/08 23:30:00,,,,-0.84,-60.07,Amazonia
12,2016/12/06 17:18:00,,,,-3.13206,-59.36389000000001,Amazonia
13,2016/12/09 18:01:00,,,,-3.4659,-60.41311999999999,Amazonia
14,2016/12/04 05:16:00,,,,-2.6665400000000004,-57.49369,Amazonia
15,2016/12/02 16:53:00,,,,-2.14465,-56.18956,Amazonia
16,2016/12/02 16:52:00,,,,-2.63393,-57.25103000000001,Amazonia
17,2016/12/09 18:01:00,,,,-3.21606,-57.68705,Amazonia
18,2016/12/02 16:52:00,,,,-2.64914,-57.49588000000001,Amazonia
19,2016/12/10 17:44:00,,,,0.24212,-69.80462,Amazonia
20,2016/12/02 16:53:00,,,,-2.23834,-56.82983,Amazonia
21,2016/12/10 17:43:00,,,,-2.9967,-57.55511,Amazonia
22,2016/12/04 17:56:00,,,,-2.73933,-67.49815,Amazonia
23,2016/12/03 18:14:00,,,,-2.09432,-59.93617,Amazonia
24,2016/12/10 17:43:00,,,,-2.50728,-56.57741,Amazonia
25,2016/12/02 16:53:00,,,,-2.18912,-60.19736999999999,Amazonia
26,2016/12/09 18:01:00,,,,-2.67705,-57.38743,Amazonia
27,2016/12/07 16:59:00,,,,-2.9512400000000003,-60.696630000000006,Amazonia
28,2016/12/20 17:56:00,,,,-2.7308,-67.4875,Amazonia
29,2016/12/07 16:59:00,,,,-1.61255,-60.05156,Amazonia
30,2016/12/09 18:01:00,,,,-2.66127,-56.58176,Amazonia
31,2016/12/07 16:59:00,,,,-3.67465,-59.3468,Amazonia
32,2016/12/02 16:52:00,,,,-2.98857,-59.85703,Amazonia
33,2016/12/19 05:34:00,,,,-0.9004,-62.62931999999999,Amazonia
34,2016/12/08 16:40:00,,,,-2.25702,-56.74122,Amazonia
35,2016/12/04 05:16:00,,,,-2.64818,-57.48013,Amazonia
36,2016/12/07 18:30:00,,,,-0.62,-67.13,Amazonia
37,2016/12/04 17:56:00,,,,-2.9008,-67.75981,Amazonia
38,2016/12/09 05:22:00,,,,-3.2693,-58.4822,Amazonia
39,2016/12/28 02:00:00,,,,-4.93,-61.7,Amazonia
40,2016/12/03 18:14:00,,,,-3.97199,-69.3793,Amazonia
41,2016/12/03 18:14:00,,,,-4.29587,-69.49937,Amazonia
42,2016/12/04 17:56:00,,,,-2.7409,-67.50851,Amazonia
43,2016/12/04 17:55:00,,,,-2.65524,-57.47889,Amazonia
44,2016/12/26 17:43:00,,,,-1.91902,-60.05625,Amazonia
45,2016/12/04 17:56:00,,,,-3.14612,-67.90701,Amazonia
46,2016/12/07 16:59:00,,,,-2.56727,-57.09313,Amazonia
47,2016/12/04 17:56:00,,,,-2.72293,-67.47941999999999,Amazonia
48,2016/12/22 18:00:00,,,,-0.69,-67.2,Amazonia
49,2016/12/02 16:53:00,,,,-2.24043,-56.82886,Amazonia
50,2016/12/09 05:22:00,,,,-2.38801,-57.29987,Amazonia
51,2016/12/07 16:59:00,,,,-2.35321,-56.92119,Amazonia
52,2016/12/26 04:00:00,,,,-8.03,-69.42,Amazonia
53,2016/12/07 16:59:00,,,,-2.66171,-57.57264,Amazonia
54,2016/12/06 17:18:00,,,,-2.66567,-57.49875,Amazonia
55,2016/12/08 23:30:00,,,,-0.84,-58.96,Amazonia
