index,latitude,longitude,area(m²),bioma
0,4.405,-59.82833299999999,4909456.363334385,Amazonia
1,4.385,-60.445,3682192.481387006,Amazonia
2,4.38,-59.83,3682224.4608447207,Amazonia
3,4.33,-59.79,1227487.556090263,Amazonia
4,4.315,-60.895,3682525.7168904888,Amazonia
5,4.282778,-60.886111,7365349.376257462,Amazonia
6,4.28,-60.91,1227566.0482472554,Amazonia
7,4.27,-60.865,2455163.274875643,Amazonia
8,4.25,-60.87,3682838.119709612,Amazonia
9,4.24,-60.29,1227628.186512084,Amazonia
10,4.24,-60.02,1227628.1865131792,Amazonia
11,4.235,-60.845,3682900.0030636857,Amazonia
12,4.23,-60.3,1227643.6300406132,Amazonia
13,4.241667,-59.989167,12276250.759583868,Amazonia
14,4.22,-60.84,1227659.037152538,Amazonia
15,4.21,-60.735,2455348.815691336,Amazonia
16,4.195,-60.705,3683084.524235263,Amazonia
17,4.195,-59.81,2455394.782107593,Amazonia
18,4.17,-59.75,1227735.5264532377,Amazonia
19,4.16,-59.74,1227750.715055678,Amazonia
20,4.137857,-60.820714,8594436.613126723,Amazonia
21,4.153333,-60.716667,18416381.50633137,Amazonia
22,4.15,-60.545,2455531.7344874092,Amazonia
23,4.055,-60.92,2455815.9840314533,Amazonia
24,4.05375,-60.88875,4911646.75603341,Amazonia
25,4.03,-60.915,2455889.7053920133,Amazonia
26,4.03,-60.635,2455889.7053920133,Amazonia
27,4.02,-60.65,1227959.5314068396,Amazonia
28,4.02,-60.03,3683878.594219424,Amazonia
29,3.994091000000001,-60.557727,13507861.860000504,Amazonia
30,3.979286,-60.465,6140103.8702244,Amazonia
31,3.96,-60.45,1228046.8387687106,Amazonia
32,3.935,-60.465,12280885.510462776,Amazonia
33,3.95,-60.44,1228061.2625052629,Amazonia
34,3.935,-60.5,2456165.650526384,Amazonia
35,3.939545,-59.637273,19649195.681942314,Amazonia
36,3.93,-59.64,1228090.0007044582,Amazonia
37,3.89,-61.135,2456294.0799640403,Amazonia
38,3.865,-60.625,7369094.261145437,Amazonia
39,3.865,-60.59,2456364.778000549,Amazonia
40,3.857,-60.489,12281880.20072259,Amazonia
41,3.872778,-61.15944399999999,9825388.45039434,Amazonia
42,3.856429,-60.575,4912771.77082474,Amazonia
43,3.84,-60.63,1228217.519446614,Amazonia
44,3.84,-60.61,1228217.519446614,Amazonia
45,3.84,-60.485,2456435.038893228,Amazonia
46,3.83,-60.47,1228231.5060513848,Amazonia
47,3.82,-51.5875,8597718.120733028,Amazonia
48,3.8,-59.72,1228273.2472883065,Amazonia
49,3.79,-59.73,1228287.0881729908,Amazonia
50,3.78,-59.96,1228300.8926246422,Amazonia
51,3.78,-59.94,1228300.8926246422,Amazonia
52,3.77,-59.95,1228314.6606465457,Amazonia
53,3.77,-59.925,2456629.3212930914,Amazonia
54,3.77,-59.785,2456629.3212930914,Amazonia
55,3.7475,-60.47,8598394.466032917,Amazonia
56,3.755,-59.7,2456670.4796365253,Amazonia
57,3.75,-60.45,1228342.0873956329,Amazonia
58,3.75,-59.755,2456684.1747912657,Amazonia
59,3.69,-59.965,4913693.936554186,Amazonia
60,3.67,-59.83,1228450.3370607842,Amazonia
61,3.655,-59.839783,34396822.62147835,Amazonia
62,3.635,-59.935,7370981.7509519765,Amazonia
63,3.633571,-59.900714,6142491.421432213,Amazonia
64,3.555,-60.465,3685812.051504632,Amazonia
65,3.557,-60.257,9828827.815200344,Amazonia
66,3.54,-60.44,1228621.269329682,Amazonia
67,3.53,-60.43,1228634.1629029221,Amazonia
68,3.491667,-51.395,6143439.538919427,Amazonia
69,3.469286,-51.260714,19659460.06849508,Amazonia
70,3.46,-51.5,1228723.3975968007,Amazonia
71,3.401667,-51.288333,9830400.016695667,Amazonia
72,3.355,-60.37,2457707.7940253573,Amazonia
73,3.28,-60.05,1228944.6587237092,Amazonia
74,3.27,-60.44,1228956.60478507,Amazonia
75,3.25,-60.67,9831819.317737047,Amazonia
76,3.26,-60.45,1228968.5143991592,Amazonia
77,3.263571,-60.035,3686893.6335790073,Amazonia
78,3.25,-60.44,1228980.387564881,Amazonia
79,3.24,-60.04,3686976.672848897,Amazonia
80,3.23,-60.45,1229004.024556699,Amazonia
81,3.225,-60.02,2458019.8129340173,Amazonia
82,3.22,-60.24,1229015.7883762235,Amazonia
83,3.205,-60.215,3687105.92911839,Amazonia
84,3.213571,-60.045,3687070.819888509,Amazonia
85,3.2,-60.24,1229039.2066811237,Amazonia
86,3.15,-61.09,1229097.1145903743,Amazonia
87,3.14,-61.1,1229108.5868207698,Amazonia
