index,latitude,longitude,area(m²),bioma
0,4.35,-60.9,1227455.904333797,Amazonia
1,4.335,-60.91,2454959.304508952,Amazonia
2,4.32,-60.9,1227503.3273463272,Amazonia
3,1.865,-55.86833299999999,6151359.6740047075,Amazonia
4,1.84,-55.82,1230289.517755752,Amazonia
5,1.81,-55.825,2460618.9886393673,Amazonia
6,1.478333,-55.935,6152532.384311533,Amazonia
7,1.42,-55.95,3691617.9388290974,Amazonia
8,-1.05,-48.815,2461412.102106346,Amazonia
9,-1.215,-49.14,2461275.72172647,Amazonia
10,-1.266429,-49.205,3691843.4043887537,Amazonia
11,-1.28,-49.37,1230608.277115149,Amazonia
12,-1.305,-49.38,4922385.8549639685,Amazonia
13,-1.365,-49.31,2461134.5085195936,Amazonia
14,-1.635,-48.1,2460838.9527770057,Amazonia
15,-1.6909999999999998,-54.721,7382322.816893658,Amazonia
16,-1.71,-48.15,1230373.7117898285,Amazonia
17,-1.745,-47.675,4921406.5842386205,Amazonia
18,-1.75,-47.64,1230348.462545369,Amazonia
19,-1.785,-47.61,2460651.772223988,Amazonia
20,-1.9,-54.75,1230248.5797443306,Amazonia
21,-2.175,-53.455,4920176.56498801,Amazonia
22,-2.22,-59.8,1230008.0669234346,Amazonia
23,-2.3,-48.01,1229942.1031539415,Amazonia
24,-2.34,-48.8,1229908.2459996277,Amazonia
25,-2.36,-55.265,2459782.1972224787,Amazonia
26,-2.54,-48.125,2459460.41608336,Amazonia
27,-2.6,-48.17,1229673.9523525375,Amazonia
28,-2.7,-45.0,1229577.2758413593,Amazonia
29,-2.815,-52.205,4917846.3433238035,Amazonia
30,-2.81,-47.58,1229466.7204517045,Amazonia
31,-2.840455,-54.410455000000006,7376604.404995734,Amazonia
32,-2.84,-45.21,1229435.803345936,Amazonia
33,-2.875,-48.965,4917597.256491632,Amazonia
34,-2.9,-47.36,1229372.9847787612,Amazonia
35,-2.91,-48.93,1229362.387420898,Amazonia
36,-2.91,-47.37,1229362.3874198028,Amazonia
37,-2.92,-48.63,1229351.753607001,Amazonia
38,-2.935,-48.615,3688001.83654942,Amazonia
39,-3.02,-48.83,1229243.4104310542,Amazonia
40,-3.08,-44.39,1229176.6547578585,Amazonia
41,-3.09,-49.35,1229165.4012286193,Amazonia
42,-3.09,-44.4,1229165.4012286193,Amazonia
43,-3.11,-61.22,1229142.7848173722,Amazonia
44,-3.12,-47.26,1229131.4219375546,Amazonia
45,-3.125,-50.44,7374754.333624342,Amazonia
46,-3.145,-49.435,4916411.402820097,Amazonia
47,-3.215,-48.985,3687070.819891795,Amazonia
48,-3.26,-61.19,1228968.5143991592,Amazonia
49,-3.285,-61.06,7373632.004830592,Amazonia
50,-3.3,-61.265,2457841.314533675,Amazonia
51,-3.32,-44.3,1228896.5100263543,Amazonia
52,-3.33,-52.605,2457768.763468219,Amazonia
53,-3.35,-50.815,2457720.031646275,Amazonia
